LTER.site,Locale,Species.code,Year,N.Obs,Abundance,Order,Species,Feeding,Habitat,Pollinator
KonzaPrairie,grasshopper,Opeia obscura,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1989,2,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1990,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,1999,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2000,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2001,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2002,6,19,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2003,4,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2007,4,17,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2008,4,12,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2009,3,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2010,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2011,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Opeia obscura,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1982,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1983,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1984,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1985,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1986,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1987,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1988,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1989,3,6,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1990,1,1,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1991,1,1,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1996,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1997,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1998,6,122,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,1999,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2000,3,4,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2001,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2002,8,155,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2003,8,115,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2004,8,64,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2005,8,46,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2006,10,49,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2007,6,47,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2008,8,22,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2009,3,5,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2010,3,4,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2011,5,7,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2012,7,47,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2013,8,149,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2014,4,61,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Ageneotettix deorum,2015,0,0,Orthoptera,Ageneotettix deorum,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1998,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,1999,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2002,7,21,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2006,6,11,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2007,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2008,10,86,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2009,10,17,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2010,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2011,5,10,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2012,5,11,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2013,8,316,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2014,6,53,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Mermiria spp.,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,1999,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2000,3,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2001,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2002,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2003,5,9,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2004,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2005,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2007,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2008,2,5,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2011,2,3,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2012,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2013,4,15,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2014,2,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon gracile,2015,6,22,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1982,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1983,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1984,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1985,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1986,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1987,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1988,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1989,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1990,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1991,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1996,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1997,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1998,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,1999,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2000,1,1,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2001,2,2,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2002,6,34,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2003,3,11,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2004,1,1,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2005,2,3,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2006,2,2,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2007,1,1,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2008,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2009,1,1,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2010,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2011,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2012,2,2,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2013,1,2,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2014,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hadrotettix trifasciatus,2015,0,0,Orthoptera,Hadrotettix trifasciatus,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2001,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2002,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2003,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2004,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2006,3,6,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2007,7,13,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2008,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2011,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2012,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Pardalopho apiculata,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2002,8,15,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2003,3,4,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2006,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2007,4,7,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2008,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2009,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2012,2,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2014,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Hipposicus rugosus,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1989,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1990,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1991,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1996,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1997,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1998,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,1999,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2000,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2001,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2002,6,10,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2003,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2004,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2005,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2006,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2007,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2008,1,2,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2009,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2010,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2011,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2012,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2013,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2014,1,1,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Arphia conspersa,2015,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon nubilum,1982,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon nubilum,1983,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon nubilum,1984,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon nubilum,1985,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon nubilum,1986,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon nubilum,1987,0,0,Orthoptera,NA,herbivore,terrestrial,n
KonzaPrairie,grasshopper,Boopedon nubilum,1988,0,0,Orthoptera,NA,herbivore,terrestrial,n
